code," eng_desc"," viet_desc"," image"," alternative_code"
BD033R,"Dressing Forceps (Tweezers), straight, medium, 305 mm (12""), jaw width 2.30 mm, serrated","Nhíp phẫu tích, thẳng, loại nhỡ, ngàm có khía, dài 305mm",https://products.api.bbraun.io/api/image/BD033R?countryISOCode=01,12-120-30-07
BD035R,"Dressing Forceps (Tweezers), curved, medium, 130 mm (5 1/8""), jaw width 2 mm, serrated","Nhíp phẫu tích, cong, loại nhỡ, ngàm có khía, dài 130mm",https://products.api.bbraun.io/api/image/BD035R?countryISOCode=01,12-122-13-07
BD037R,"Dressing Forceps (Tweezers), curved, medium, 140 mm (5 1/2""), jaw width 2.30 mm, serrated","Nhíp phẫu tích, cong, loại nhỡ, ngàm có khía, dài 145mm",https://products.api.bbraun.io/api/image/BD037R?countryISOCode=01,12-122-13-07
BD043R,"Dressing Forceps (Tweezers), straight, standard, 115 mm (4 1/2""), jaw width 3 mm, serrated","Kẹp phẫu tích, dài 115mm",https://products.api.bbraun.io/api/image/BD043R?countryISOCode=01,12-100-11-07
BD045R,"Dressing Forceps (Tweezers), straight, standard, 130 mm (5 1/8""), jaw width 3.50 mm, serrated","Kẹp phẫu tích, dài 130mm",https://products.api.bbraun.io/api/image/BD045R?countryISOCode=01,12-100-13-07
BD047R,"Dressing Forceps (Tweezers), straight, standard, 145 mm (5 3/4""), jaw width 3.50 mm, serrated","Kẹp phẫu tích, dài 145mm",https://products.api.bbraun.io/api/image/BD047R?countryISOCode=01,12-100-14-07
BD047SU,"SUSI® Dressing Forceps (Tweezers), straight, 145 mm (5 3/4""), jaw width 3.40 mm, serrated, sterile, disposable","NHÍP PHẪU TÍCH SUSI, KO CÓ RĂNG, DÀI 145MM",https://products.api.bbraun.io/api/image/BD047SU?countryISOCode=01,12-100-14-07
BD049R,"Dressing Forceps (Tweezers), straight, standard, 160 mm (6 1/4""), jaw width 3.40 mm, serrated","Kẹp phẫu tích, dài 160mm",https://products.api.bbraun.io/api/image/BD049R?countryISOCode=01,12-100-16-07
BD050R,"Dressing Forceps (Tweezers), straight, standard, 180 mm (7""), jaw width 3.90 mm, serrated","Kẹp phẫu tích, dài 180mm",https://products.api.bbraun.io/api/image/BD050R?countryISOCode=01,12-100-18-07
BD051R,"Dressing Forceps (Tweezers), straight, standard, 200 mm (7 7/8""), jaw width 3.90 mm, serrated","Kẹp phẫu tích, dài 200mm",https://products.api.bbraun.io/api/image/BD051R?countryISOCode=01,12-100-20-07
BD052R,"Dressing Forceps (Tweezers), straight, standard, 250 mm (9 3/4""), jaw width 4.10 mm, serrated","Nhíp phẫu tích, loại chuẩn, thẳng, ngàm có khía, dài 250mm",https://products.api.bbraun.io/api/image/BD052R?countryISOCode=01,12-100-25-07
BD053R,"Dressing Forceps (Tweezers), straight, standard, 300 mm (11 3/4""), jaw width 4.80 mm, serrated","Kẹp phẫu tích, dài 300mm",https://products.api.bbraun.io/api/image/BD053R?countryISOCode=01,12-100-30-07
BD065R,"SWEDISH PATTERN Dressing Forceps (Tweezers), straight, 130 mm (5 1/8""), jaw width 2.60 mm, serrated","Nhíp phẫu tích Pattern Sweden, thẳng, ngàm có khía, dài 130mm",https://products.api.bbraun.io/api/image/BD065R?countryISOCode=01,12-135-15-07
BD067R,"SWEDISH PATTERN Dressing Forceps (Tweezers), straight, 150 mm (6""), jaw width 2.90 mm, serrated","Nhíp phẫu tích Pattern Sweden, thẳng, ngàm có khía, dài 150mm",https://products.api.bbraun.io/api/image/BD067R?countryISOCode=01,12-135-15-07
BD068R,"SWEDISH PATTERN Dressing Forceps (Tweezers), straight, 170 mm (6 3/4""), jaw width 3.20 mm, serrated","Nhíp phẫu tích Pattern Sweden, thẳng, ngàm có khía, dài 170mm",https://products.api.bbraun.io/api/image/BD068R?countryISOCode=01,12-135-17-07
BD069R,"SWEDISH PATTERN Dressing Forceps (Tweezers), straight, 200 mm (7 7/8""), jaw width 4 mm, serrated","Nhíp phẫu tích Pattern Sweden, thẳng, ngàm có khía, dài 200mm",https://products.api.bbraun.io/api/image/BD069R?countryISOCode=01,12-135-20-07
BD077R,"Dressing Forceps (Tweezers), straight, extra large, 145 mm (5 3/4""), jaw width 4 mm, serrated","Nhíp phẫu tích, loại rất lớn, thẳng, ngàm có khía, dài 145mm",https://products.api.bbraun.io/api/image/BD077R?countryISOCode=01,12-123-15-07
BD078R,"BONNEY Dressing Forceps (Tweezers), straight, 175 mm (6 7/8""), jaw width 3.50 mm, serrated","Nhíp phẫu tích Bonney, thẳng, ngàm có khía, dài 175mm",https://products.api.bbraun.io/api/image/BD078R?countryISOCode=01,12-131-17-07
BD081R,"Dressing Forceps (Tweezers), straight, delicate, 200 mm (7 7/8""), jaw width 2.80 mm, serrated","Nhíp phẫu tích, mảnh, thẳng, ngàm có khía, dài 200mm",https://products.api.bbraun.io/api/image/BD081R?countryISOCode=01,99-999-99-99
BD083R,"RAMSEY Dressing Forceps (Tweezers), straight, 175 mm (6 7/8""), jaw width 3.80 mm, serrated","Nhíp phẫu tích Ramsey, thẳng, ngàm có khía, dài 180mm",https://products.api.bbraun.io/api/image/BD083R?countryISOCode=01,09-004-75-07
BD130R,"OCHSNER Suture Forceps, straight, 145 mm (5 3/4""), jaw width 2.70 mm, serrated","Nhíp gắp chỉ Ochsner, thẳng, ngàm có khía, dài 145mm",https://products.api.bbraun.io/api/image/BD130R?countryISOCode=01,20-894-14-07
BD151R,"ADSON DUROGRIP® Dressing Forceps (Tweezers), TC, straight, 120 mm (4 3/4""), jaw width 1.20 mm, serrated (cross)","Nhíp phẫu tích không chấn thương Adson Durogrip TC, thẳng, cán vàng, dài 120mm",https://products.api.bbraun.io/api/image/BD151R?countryISOCode=01,12-250-12-07
BD154R,"DUROGRIP® Dressing Forceps (Tweezers), TC, straight, delicate, 145 mm (5 3/4""), jaw width 1.30 mm, serrated (cross)","Nhíp phẫu tích không chấn thương Durogrip TC, mảnh, thẳng, cán vàng, dài 145mm",https://products.api.bbraun.io/api/image/BD154R?countryISOCode=01,12-258-15-07
BD156R,"DUROGRIP® Dressing Forceps (Tweezers), TC, straight, delicate, 180 mm (7""), jaw width 1.30 mm, serrated (cross)","Nhíp phẫu tích không chấn thương Durogrip TC, mảnh, thẳng, cán vàng, dài 180mm",https://products.api.bbraun.io/api/image/BD156R?countryISOCode=01,12-258-18-07
BD157R,"DUROGRIP® Dressing Forceps (Tweezers), TC, straight, delicate, 200 mm (7 7/8""), jaw width 2 mm, serrated (cross)","Nhíp phẫu tích không chấn thương Durogrip TC, mảnh, thẳng, cán vàng, dài 200mm",https://products.api.bbraun.io/api/image/BD157R?countryISOCode=01,12-258-20-07
BD158R,"DUROGRIP® Dressing Forceps (Tweezers), TC, straight, delicate, 230 mm (9""), jaw width 1.40 mm, serrated (cross)","Nhíp phẫu tích không chấn thương Durogrip TC, mảnh, thẳng, cán vàng, dài 230mm",https://products.api.bbraun.io/api/image/BD158R?countryISOCode=01,12-258-23-07
BD159R,"DUROGRIP® Dressing Forceps (Tweezers), TC, straight, delicate, 250 mm (9 3/4""), jaw width 1.90 mm, serrated (cross)","Nhíp phẫu tích không chấn thương Durogrip TC, mảnh, thẳng, cán vàng, dài 250mm",https://products.api.bbraun.io/api/image/BD159R?countryISOCode=01,12-258-25-07
BD160R,"CUSHING DUROGRIP® Dressing Forceps (Tweezers), TC, straight, 180 mm (7""), jaw width 1.30 mm, serrated (cross)","Nhíp phẫu tích không chấn thương Cushing Durogrip TC, thẳng, cán vàng, dài 180mm",https://products.api.bbraun.io/api/image/BD160R?countryISOCode=01,12-254-17-07
BD164R,"DUROGRIP® Dressing Forceps (Tweezers), TC, straight, 145 mm (5 3/4""), jaw width 2.30 mm, serrated (cross)","Nhíp phẫu tích không chấn thương Durogrip TC, thẳng, cán vàng, dài 145mm",https://products.api.bbraun.io/api/image/BD164R?countryISOCode=01,12-258-15-07
