code,viet,eng,alternative,brand
PM415R,"Kẹp phẫu tích nội soi lưỡng cực Maryland Adtec hoàn chỉnh, cong, ngàm khuyết, hoạt động đôi, dài 420mm, đường kính 5mm, bao gồm PM445R, PM450R, PM981R. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PM430R,"Ruột kéo phẫu tích nội soi lưỡng cực Metzenbaum Adtec, cong sang trái, đầu tù/tù, hoạt động đôi, dài 310mm, đường kính 5mm. Cấu tạo gồm 2 phần.",None,99-999-99-99,B-Braun
PM431R,"Ruột kéo phẫu tích nội soi lưỡng cực Maryland Adtec, cong, hoạt động đôi, dài 310mm, đường kính 5mm. Cấu tạo gồm 2 phần.",None,99-999-99-99,B-Braun
PM432R,"Ruột kẹp phẫu tích nội soi lưỡng cực Adtec hoàn chỉnh, thẳng, hoạt động đôi, dài 310mm, đường kính 5mm. Cấu tạo gồm 2 phần",None,99-999-99-99,B-Braun
PM433R,"Ruột kẹp phẫu tích nội soi lưỡng cực Adtec hoàn chỉnh, thẳng, hoạt động đôi, dài 310mm, đường kính 5mm. Cấu tạo gồm 2 phần.",None,99-999-99-99,B-Braun
PM434R,"Ruột kéo phẫu tích nội soi lưỡng cực Metzenbaum Adtec, cong sang trái, đầu tù/tù, hoạt động đôi, dài 420mm, đường kính 5mm, ngàm dài 14mm",None,99-999-99-99,B-Braun
PM435R,"Ruột kẹp phẫu tích nội soi lưỡng cực Maryland Adtec Biopolar hoàn chỉnh, cong, hoạt động đôi, dài 420mm, đường kính 5mm",None,99-999-99-99,B-Braun
PM436R,"Ruột kẹp phẫu tích nội soi lưỡng cực Adtec Biopolar hoàn chỉnh, thẳng, hoạt động đôi, dài 420mm, đường kính 5mm",None,99-999-99-99,B-Braun
PM437R,"Ruột kéo phẫu tích nội soi lưỡng cực Metzenbaum (Mini) Adtec Bipolar, cong sang trái, đầu tù/tù, hoạt động đôi, dài 310mm, đường kính 5mm, ngàm dài 14mm",None,99-999-99-99,B-Braun
PM438R,"Ruột kẹp phẫu tích nội soi lưỡng cực Adtec, cong, ngàm khuyết, hoạt động đôi, dài 310mm, đường kính 5mm",None,99-999-99-99,B-Braun
PM439R,"Ruột kéo phẫu tích nội soi lưỡng cực Metzenbaum Adtec, cong sang trái, đầu tù/tù, hoạt động đôi, dài 220mm, đường kính 5mm",None,99-999-99-99,B-Braun
PM440R,"Ruột kẹp phẫu tích nội soi lưỡng cực Maryland Adtec, cong, hoạt động đôi, dài 220mm, đường kính 5mm",None,99-999-99-99,B-Braun
PM442R,"Ruột kẹp phẫu tích nội soi lưỡng cực Adtec, thẳng, hoạt động đôi, dài 220mm, đường kính 5mm",None,99-999-99-99,B-Braun
PM443R,"Ruột kẹp phẫu tích nội soi lưỡng cực Maryland Adtec, cong, ngàm khuyết, hoạt động đôi, dài 220mm, đường kính 5mm",None,99-999-99-99,B-Braun
PM444R,"Ruột kéo phẫu tích nội soi lưỡng cực Metzenbaum (Mini) Adtec Bipolar, cong sang trái, mũi tù/tù, hoạt động đôi, dài 220mm, đường kính 5mm, ngàm dài 14mm",None,99-999-99-99,B-Braun
PM445R,"Ruột kẹp phẫu tích nội soi lưỡng cực Maryland Adtec Biopolar , cong, ngàm khuyết, hoạt động đôi, dài 420mm, đường kính 5mm",None,99-999-99-99,B-Braun
PM450R,"Tay cầm cho dụng cụ phẫu tích nội soi lưỡng cực, không có khóa cài",None,99-999-99-99,B-Braun
PM600201,"Vỏ ống kim loại bên trong, chiều dài 31cm",None,99-999-99-99,B-Braun
PM604R,"Ruột kéo phẫu tích nội soi đơn cực Metzenbaum Adtec Monopolar TC, cong sang trái, đầu tù/tù, ngàm có khía mịn, hoạt động đôi, dài 310mm, đường kính mũi 10mm",None,99-999-99-99,B-Braun
PM609R,"Ruột kẹp phẫu tích mô nội soi đơn cực Duval Adtec, thẳng, ngàm có răng Đức Bakey, hoạt động đôi, dài 310mm, đường kính ngàm 5mm",None,99-999-99-99,B-Braun
PM612R,"Ruột kẹp phẫu tích mô nội soi đơn cực Duval Adtec, thẳng, ngàm có răng Đức Bakey, hoạt động đôi, dài 370mm, đường kính ngàm 10mm",None,99-999-99-99,B-Braun
PM614R,"Ruột kẹp phẫu tích nội soi đơn cực Adtec, loại mảnh, thẳng, ngàm có khía, hoạt động đôi, dài 310mm, đường kính ngàm 5mm",None,99-999-99-99,B-Braun
PM616R,"Ruột kẹp phẫu tích mạch máu nội soi đơn cực không chấn thương Satinsky Adtec Vascular, gập góc, loại ngàm dài, hoạt động đơn, ngàm có răng Đức Bakey, dài 310mm, đường kính 5mm, nga",None,99-999-99-99,B-Braun
PM618R,"Ruột kẹp phẫu tích nội soi đơn cực Dorsey Adtec Monopolar, thẳng, ngàm có khía, khuyết, hoạt động đôi, dài 370mm, đường kính ngàm 5mm",None,99-999-99-99,B-Braun
PM621R,"Ruột kẹp phẫu tích nội soi đơn cực Adtec, thẳng, ngàm có khía thô, ngàm cực rộng, hoạt động đơn, dài 310mm, đường kính ngàm 10mm",None,99-999-99-99,B-Braun
PM630R,"Ruột kéo phẫu tích nội soi đơn cực Adtec, cong sang trái, hoạt động đơn, dài 220mm, đường kính mũi 5mm",None,99-999-99-99,B-Braun
PM635R,"Ruột kẹp phẫu tích nội soi đơn cực Adtec, hoạt động đơn, dài 220mm, đường kính ngàm 5mm",None,99-999-99-99,B-Braun
PM637R,"Ruột kéo phẫu tích nội soi đơn cực Adtec, thẳng, ngàm có khía mịn, hoạt động đơn. mũi tù/tù, dài 310mm, đường kính mũi 5mm, sử dụng cùng EJ590R, EJ595R, EJ800R, EJ830R, PM",None,99-999-99-99,B-Braun
PM640R,"Ruột kẹp phẫu tích nội soi đơn cực Babcock Adtec, gập góc, ngàm có khía chéo, hoạt động đơn, dài 310mm, đường kính ngàm 5mm, sử dụng cùng EJ590R, EJ595R",None,99-999-99-99,B-Braun
PM643R,"Ruột kẹp phẫu tích nội soi đơn cực Adtec, hoạt động đơn, dài 310mm, đường kính ngàm 5mm, sử dụng cùng EJ590R, EJ595R, EJ800R, EJ830R, PM940R",None,99-999-99-99,B-Braun
PM647R,"Ruột kẹp phẫu tích nội soi đơn cực Adtec, loại mảnh, thẳng, ngàm có khía chéo, hoạt động đơn, dài 310mm, đường kính ngàm 5mm",None,99-999-99-99,B-Braun
PM649R,"Ruột kẹp phẫu tích nội soi đơn cực Adtec, loại yếu, thẳng, ngàm có răng (1x2), hoạt động đơn, dài 310mm, đường kính ngàm 5mm",None,99-999-99-99,B-Braun
PM651R,"Ruột kẹp phẫu tích mạch máu nội soi đơn cực không chấn thương Đức Bakey Adtec Vascular, thẳng, hoạt động đôi, ngàm có răng Đức Bakey, dài 370mm, đường kính 10mm, ngàm dài 30mm",None,99-999-99-99,B-Braun
PM653R,"Ruột kẹp phẫu tích nội soi đơn cực Frangenheim Adtec, hoạt động đơn, dài 310mm, đường kính ngàm 5mm",None,99-999-99-99,B-Braun
PM654R,"Ruột kẹp phẫu tích nội soi đơn cực Adtec, thẳng, hoạt động đôi, dài 310mm, đường kính ngàm 5mm",None,99-999-99-99,B-Braun
PM657R,"Ruột kẹp phẫu tích mạch máu nội soi đơn cực không chấn thương Đức Bakey Adtec Vascular, thẳng, hoạt động đôi, ngàm có răng Đức Bakey, dài 310mm, đường kính 5mm, ngàm dài 40mm",None,99-999-99-99,B-Braun
PM658R,"Ruột kẹp phẫu tích ruột đơn cực Đức Bakey Adtec Monopolar, thẳng, ngàm có răng Đức Bakey, hoạt động đôi, dài 310mm, ngàm dài 65mm, đường kính ngàm 5mm",None,99-999-99-99,B-Braun
PM670R,"Ruột kẹp phẫu tích nội soi đơn cực Allis Adtec, gập góc, ngàm có răng Đức Bakey, hoạt động đôi, dài 310mm, đường kính ngàm 5mm, sử dụng cùng EJ590R, EJ595R",None,99-999-99-99,B-Braun
PM671R,"Ruột kẹp phẫu tích nội soi đơn cực (Acc. To) Adtec Monopolar, hoạt động đơn, dài 310mm, đường kính ngàm 5mm, sử dụng cùng EJ590R, EJ595R",None,99-999-99-99,B-Braun
PM679R,"Ruột kẹp phẫu tích nội soi đơn cực Pennington Adtec, thẳng, ngàm khuyết, có khía, hoạt động đôi, dài 370mm, đường kính ngàm 10mm",None,99-999-99-99,B-Braun
PM681R,"Ruột kẹp phẫu tích nội soi đơn cực Adtec, hoạt động đôi, dài 310mm, đường kính ngàm 10mm",None,99-999-99-99,B-Braun
PM687R,"Ruột kẹp phẫu tích nội soi đơn cực Adtec Monopolar, gập góc, hoạt động đơn, dài 310mm, đường kính ngàm 5mm, sử dụng cùng EJ590R, EJ595R",None,99-999-99-99,B-Braun
PM688R,"Ruột kẹp phẫu tích nội soi đơn cực Adtec, thẳng hoạt động đơn, dài 310mm, đường kính ngàm 10mm",None,99-999-99-99,B-Braun
PM689R,"Ruột kẹp phẫu tích nội soi đơn cực (Acc. to) Adtec, cong, ngàm có răng Đức Bakey, hoạt động đơn, dài 310mm, đường kính ngàm 5mm, sử dụng cùng EJ590R, EJ595R",None,99-999-99-99,B-Braun
PM690R,"Ruột kẹp phẫu tích mạch máu nội soi đơn cực không chấn thương Satinsky Adtec Vascular, gập góc, loại ngàm dài, hoạt động đơn, ngàm có răng Đức Bakey, dài 220mm, đường kính 5mm, nga",None,99-999-99-99,B-Braun
PM693R,"Ruột kẹp phẫu tích nội soi đơn cực không chấn thương (Acc. to) Adtec, cong hình chữ S, ngàm có răng Đức Bakey, hoạt động đơn, dài 220mm, đường kính ngàm 5mm, sử dụng",None,99-999-99-99,B-Braun
PM696R,"Ruột kẹp phẫu tích nội soi đơn cực Adtec Monopolar, gập góc, ngàm có khía, hoạt động đơn, dài 220mm, đường kính ngàm 5mm, sử dụng cùng EJ590R, EJ595R",None,99-999-99-99,B-Braun
PM697R,"Ruột kéo phẫu tích nội soi đơn cực Metzenbaum Adtec Monopolar TC, cong sang trái, ngàm có khía mịn, tay cầm cách điện chất liệu Peek, đầu tù/tù, hoạt động đôi, dài 310mm, đường kí",None,99-999-99-99,B-Braun
PM698R,"Ruột kéo phẫu tích nội soi đơn cực Metzenbaum (Mini) Adtec TC, cong sang trái, ngàm có khía mịn, tay cầm cách điện chất liệu Peek, đầu tù/tù, hoạt động đôi, dài 310mm, đư",None,99-999-99-99,B-Braun
PM699R,"Ruột kẹp phẫu tích nội soi đơn cực Maryland Adtec, cong, ngàm có khía, tay cầm cách điện chất liệu Peek, hoạt động đôi, dài 310mm, đường kính ngàm 5mm",None,99-999-99-99,B-Braun
PM700R,"Ruột kẹp phẫu tích nội soi đơn cực Overholt Adtec Monopolar, gập góc 60°, ngàm có khía, hoạt động đôi, dài 310mm, đường kính ngàm 10mm",None,99-999-99-99,B-Braun
PM701R,"Ruột kẹp phẫu tích nội soi đơn cực Overholt Adtec Monopolar, gập góc 90°, ngàm có khía, hoạt động đôi, dài 370mm, đường kính ngàm 10mm",None,99-999-99-99,B-Braun
PM710R,"Ruột kéo phẫu tích nội soi đơn cực Metzenbaum (Mini) Adtec TC, cong về trái, ngàm có khía mịn, hoạt động đôi, tay cầm cách điện chất liệu Peek, mũi nhọn/nhọn, dài 310mm,",None,99-999-99-99,B-Braun
PM711R,"Ruột kẹp phẫu tích mạch máu nội soi đơn cực không chấn thương Satinsky Adtec Vascular, gập góc, loại ngàm ngắn, hoạt động đơn, ngàm có răng Đức Bakey, dài 310mm, đường kính 5mm, ng",None,99-999-99-99,B-Braun
PM712R,"Ruột kẹp phẫu tích mạch máu nội soi đơn cực Đức Bakey Adtec Vascular, thẳng, hoạt động đôi, ngàm có răng Đức Bakey, dài 220mm, đường kính 10mm, ngàm dài 50mm",None,99-999-99-99,B-Braun
PM713R,"Ruột kẹp phẫu tích mạch máu nội soi đơn cực Crafoord Adtec Vascular, cong, loại ngàm ngắn, hoạt động đôi, ngàm có răng Đức Bakey, dài 310mm, đường kính 5mm, sử dụng cùng EJ751R",None,99-999-99-99,B-Braun
PM719R,"Ruột kẹp phẫu tích mạch máu nội soi đơn cực Crafoord Adtec, cong, loại ngàm dài, hoạt động đôi, ngàm có răng Đức Bakey, dài 310mm, đường kính 5mm, sử dụng cùng EJ751R",None,99-999-99-99,B-Braun
PM940R,"Ống cho dụng cụ phẫu thuật nội soi đơn cực lồng ngực Adtec, cong, dài 310mm, kèm que thông linh hoạt, sử dụng cùng PM637R;PO669R;PO641R;PO642R; PO638R;PM643REJ800R;EJ830R;EJ5",None,99-999-99-99,B-Braun
PM953R,"Tay cầm chất liệu Peek cho dụng cụ phẫu thuật nội soi đơn cực Adtec Monopolar, có khóa cài",None,99-999-99-99,B-Braun
PM954R,"Tay cầm cán vòng bằng kim loại cho dụng cụ phẫu thuật nội soi đơn cực Adtec Monopolar, có khóa cài",None,99-999-99-99,B-Braun
PM957R,"Tay cầm cán vòng bằng kim loại cho dụng cụ phẫu thuật nội soi đơn cực Adtec Monopolar, có hệ thống khóa cài",None,99-999-99-99,B-Braun
PM970R,"Ống cách điện ngoài, chất liệu PEEK, dài 220mm, đường kính 5mm, sử dụng cùng PO023R;PO194R;PM409R;PM410R;PM412R;PM413R;PM414R",None,99-999-99-99,B-Braun
PM971R,"Ống cách điện ngoài, chất liệu PEEK, dài 220mm, đường kính hai đầu 5mm/10mm, sử dụng cho dụng cụ nội soi đơn cực/lưỡng cực",None,99-999-99-99,B-Braun
PM973R,"Ống cách điện ngoài, chất liệu PEEK, dài 310mm, đường kính 5mm, sử dụng cho dụng cụ nội soi đơn cực/lưỡng cực",None,99-999-99-99,B-Braun
PM974R,"Ống cách điện ngoài, chất liệu PEEK, dài 310mm, đường kính 10mm, sử dụng cùng PO114R;PO117R;PO182R;PO215R;PO225R;PO500R",None,99-999-99-99,B-Braun
PM975R,"Ống cách điện ngoài, chất liệu Peek, dài 310mm, đường kính hai đầu 5mm/10mm, sử dụng cùng PO103R;PO105R;PO141R;PO188R",None,99-999-99-99,B-Braun
PM976R,"Ống cách điện ngoài, chất liệu Peek, dài 370mm, đường kính 5mm, sử dụng cùng PO152R;PO213R;PO214R",None,99-999-99-99,B-Braun
PM977R,"Ống cách điện ngoài, chất liệu Peek, dài 370mm, đường kính 10mm, sử dụng cùng PO118R;PO196R;PO197R",None,99-999-99-99,B-Braun
PM978R,"Ống cách điện ngoài, chất liệu PEEK, dài 370mm, đường kính hai đầu 5mm/10mm, sử dụng cùng PO219R;PO220R",None,99-999-99-99,B-Braun
PM981R,"Ống cách điện ngoài, chất liệu Peek, dài 420mm, đường kính 5mm, sử dụng cho dụng cụ nội soi đơn cực/lưỡng cực",None,99-999-99-99,B-Braun
PM982R,"Ống cách điện ngoài, chất liệu PEEK, dài 420mm, đường kính 10mm, sử dụng cùng PO205R",None,99-999-99-99,B-Braun
PM983P,"Ống cách điện ngoài, dài 310mm, đường kính 5mm, linh hoạt, sử dụng cho dụng cụ phẫu thuật nội soi lồng ngực loại cong",None,99-999-99-99,B-Braun
PM986P,"Vỏ ngoài cách điện đường kính 3.5mm, dài 290mm",None,99-999-99-99,B-Braun
PM987P,"Vỏ bao ngoài PEEK, đường kính 3.5mm, dài 200mm",None,99-999-99-99,B-Braun
PM992R,"Ống cách điện ngoài, chất liệu PEEK, dài 220mm, đường kính 10mm, sử dụng cùng PO014R",None,99-999-99-99,B-Braun
PM995R,"Chổi vệ sinh, dài 550mm, đường kính 10mm, dùng cho ống ngoài đường kính 5mm và 10mm, hộp 6 chiếc",None,99-999-99-99,B-Braun
PO001R,"Kéo phẫu tích nội soi đơn cực Adtec hoàn chỉnh, dạng móc (Hook), thẳng, đầu tù/tù, xoay được, cách điện, hoạt động đơn, dài 310mm, đường kính 5mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO002R,"Kéo phẫu tích nội soi đơn cực Adtec hoàn chỉnh, thẳng, có thể tháo rời, cách điện, hoạt động đơn, dài 310mm, đường kính 5mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO003R,"Kéo phẫu tích nội soi đơn cực Adtec hoàn chỉnh, dạng móc, cong sang trái, có thể tháo rời, đầu tù/tù, xoay được, cách điện, hoạt động đơn, dài 310mm, đường kính 5mm, ba",None,99-999-99-99,B-Braun
PO004R,"Kéo Phẫu thuật Nội soi Adtec Metzenbaum, đơn cực, đầu cong trái, đường kính 5mm, dài 310mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO006R,"Kéo phẫu thuật nội soi đơn cực, lưỡi răng cưa, đường kính 5mm, dài 310mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO011R,"Kéo phẫu thuật nội soi đơn cực mini-metzenbaum, lưỡi cong trái, đường kính 5mm, dài 310mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO014R,"Kéo phẫu thuật nội soi đơn cực mạch máu đơn cực potts-Demartell, đường kính 10mm, dài 310mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO022R,"Kéo phẫu thuật nội soi đơn cực có lỗ đẩy nút chỉ, kích thước đường kính 5mm, dài 310mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO023R,"Kéo phẫu thuật nội soi đơn cực mini metzenbaum, đường kính 5mm, dài 220mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO025R,"Kéo phẫu tích nội soi đơn cực Adtec hoàn chỉnh, dạng móc, thẳng, có thể tháo rời, đầu tù/tù, xoay được, cách điện, hoạt động đơn, dài 420mm, đường kính 5mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO027R,"Kéo phẫu thuậtt nội soi đơn cực metzenbaum, lưỡi TC răng cưa, cong, đường kính 5mm, dài 420mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO028R,"Kéo phẫu thuật nội soi đơn cực mini-metzenbaum, lưỡi TC răng cưa, đường kính 5mm, dài 420mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO030R,"Kéo phẫu thuật Nội soi Adtec Metzenbaum, đơn cực, lưỡi cong trái, trung bình, đường kính 5mm, dài 310mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO031R,"Kéo phẫu thuật Nội soi đơn cực Adtec Metzenbaum cỡ trung bình, lưỡi cong trái, trung bình, đường kính 5mm, dài 420mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO090R,"kéo phẫu tích noir metzenbaum, đường kính 5mm, dài 310mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO091R,"kéo phẫu tích noir mini-metzenbaum, đường kính 5mm, dài 310mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO100R,"Kẹp phẫu tích nội soi đơn cực Adtec, thẳng, ngàm có răng Đức Bakey, hoạt động đôi, dài 310mm, đường kính ngàm 5mm, bao gồm PM973R, PO605R, PO958R",None,99-999-99-99,B-Braun
PO101R,"Kẹp phẫu tích nội soi đơn cực Adtec, ngàm có khía tù, hoạt động đôi, dài 310mm, đường kính ngàm 5mm, bao gồm PM973R, PO607R, PO958R. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO102R,"Kẹp phẫu tích nội soi đơn cực Maryland Adtec (Kelly), cong, ngàm có khía, hoạt động đôi, dài 310mm, đường kính ngàm 5mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO103R,"Kẹp phẫu tích nội soi đơn cực Overholt Adtec (Right angle), gập góc 90°, ngàm có khía, hoạt động đôi, dài 310mm, đường kính ngàm 10mm. Cấu tạo gồm 4 phần, tay cầm và vỏ được làm từ chất liệu PEEK.",None,99-999-99-99,B-Braun
PO104R,"Kẹp phẫu tích nội soi đơn cực Allis Adtec, thẳng, ngàm có răng Đức Bakey, hoạt động đôi, dài 310mm, đường kính ngàm 5mm, bao gồm PM973R, PO610R, PO958R",None,99-999-99-99,B-Braun
PO105R,"Kẹp phẫu tích nội soi đơn cực Heywood-Smith Adtec Monopolar, thẳng, ngàm có khía thô, ngàm khuyết, hoạt động đôi, dài 310mm, đường kính ngàm 10mm, bao gồm PM975R, PO611R, PO959R",None,99-999-99-99,B-Braun
